0 	 1.554839e-03
100 	 3.002427e-02
200 	 1.484155e-02
300 	 2.451971e-01
400 	 9.981691e-01
500 	 5.967182e+00
600 	 3.276365e+01
700 	 1.828557e+02
800 	 1.017330e+03
900 	 5.663285e+03
1000 	 3.152315e+04
1100 	 1.754682e+05
1200 	 9.767110e+05
1300 	 5.436682e+06
1400 	 3.026229e+07
1500 	 1.684495e+08
1600 	 9.376428e+08
1700 	 5.219216e+09
1800 	 2.905181e+10
1900 	 1.617115e+11
2000 	 9.001374e+11
2100 	 5.010449e+12
2200 	 2.788974e+13
2300 	 1.552431e+14
2400 	 8.641321e+14
2500 	 4.810032e+15
2600 	 2.677416e+16
2700 	 1.490334e+17
2800 	 8.295671e+17
2900 	 4.617632e+18
3000 	 2.570320e+19
3100 	 1.430721e+20
3200 	 7.963846e+20
3300 	 4.432928e+21
3400 	 2.467508e+22
3500 	 1.373493e+23
3600 	 7.645295e+23
3700 	 4.255613e+24
3800 	 2.368808e+25
3900 	 1.318554e+26
4000 	 7.339485e+26
4100 	 4.085389e+27
4200 	 2.274057e+28
4300 	 1.265812e+29
4400 	 7.045908e+29
4500 	 3.921975e+30
4600 	 2.183095e+31
4700 	 1.215180e+32
4800 	 6.764073e+32
4900 	 3.765097e+33
5000 	 2.095772e+34
5100 	 1.166573e+35
5200 	 6.493512e+35
5300 	 3.614494e+36
5400 	 2.011942e+37
5500 	 1.119910e+38
5600 	 6.233774e+38
5700 	 3.469915e+39
5800 	 1.931464e+40
5900 	 1.075114e+41
6000 	 5.984424e+41
6100 	 3.331120e+42
6200 	 1.854206e+43
6300 	 1.032110e+44
6400 	 5.745049e+44
6500 	 3.197876e+45
6600 	 1.780039e+46
6700 	 9.908257e+46
6800 	 5.515249e+47
6900 	 3.069962e+48
7000 	 1.708838e+49
7100 	 9.511930e+49
7200 	 5.294640e+50
7300 	 2.947164e+51
7400 	 1.640485e+52
7500 	 9.131455e+52
7600 	 5.082856e+53
7700 	 2.829278e+54
7800 	 1.574866e+55
7900 	 8.766199e+55
8000 	 4.879543e+56
8100 	 2.716108e+57
8200 	 1.511871e+58
8300 	 8.415554e+58
8400 	 4.684363e+59
8500 	 2.607464e+60
8600 	 1.451397e+61
8700 	 8.078934e+61
8800 	 4.496990e+62
8900 	 2.503167e+63
9000 	 1.393342e+64
9100 	 7.755779e+64
9200 	 4.317111e+65
9300 	 2.403041e+66
9400 	 1.337608e+67
9500 	 7.445550e+67
9600 	 4.144428e+68
9700 	 2.306920e+69
9800 	 1.284104e+70
9900 	 7.147730e+70
10000 	 3.978652e+71
10100 	 2.214643e+72
10200 	 1.232740e+73
10300 	 6.861823e+73
10400 	 3.819507e+74
10500 	 2.126058e+75
10600 	 1.183431e+76
10700 	 6.587352e+76
10800 	 3.666728e+77
10900 	 2.041017e+78
11000 	 1.136094e+79
11100 	 6.323860e+79
11200 	 3.520060e+80
11300 	 1.959376e+81
11400 	 1.090651e+82
11500 	 6.070907e+82
11600 	 3.379258e+83
11700 	 1.881002e+84
11800 	 1.047025e+85
11900 	 5.828072e+85
12000 	 3.244089e+86
12100 	 1.805762e+87
12200 	 1.005144e+88
12300 	 5.594951e+88
12400 	 3.114326e+89
12500 	 1.733532e+90
12600 	 9.649389e+90
12700 	 5.371155e+91
12800 	 2.989754e+92
12900 	 1.664192e+93
13000 	 9.263416e+93
13100 	 5.156310e+94
13200 	 2.870165e+95
13300 	 1.597624e+96
13400 	 8.892882e+96
13500 	 4.950059e+97
13600 	 2.755359e+98
13700 	 1.533720e+99
13800 	 8.537169e+99
13900 	 4.752058e+100
14000 	 2.645145e+101
14100 	 1.472372e+102
14200 	 8.195685e+102
14300 	 4.561977e+103
14400 	 2.539340e+104
14500 	 1.413477e+105
14600 	 7.867860e+105
14700 	 4.379499e+106
14800 	 2.437767e+107
14900 	 1.356938e+108
15000 	 7.553147e+108
15100 	 4.204320e+109
15200 	 2.340257e+110
15300 	 1.302661e+111
15400 	 7.251024e+111
15500 	 4.036149e+112
15600 	 2.246648e+113
15700 	 1.250555e+114
15800 	 6.960985e+114
15900 	 3.874704e+115
16000 	 2.156783e+116
16100 	 1.200533e+117
16200 	 6.682547e+117
16300 	 3.719717e+118
16400 	 2.070512e+119
16500 	 1.152512e+120
16600 	 6.415247e+120
16700 	 3.570929e+121
16800 	 1.987692e+122
16900 	 1.106412e+123
17000 	 6.158639e+123
17100 	 3.428093e+124
17200 	 1.908185e+125
17300 	 1.062156e+126
17400 	 5.912295e+126
17500 	 3.290970e+127
17600 	 1.831858e+128
17700 	 1.019670e+129
17800 	 5.675805e+129
17900 	 3.159332e+130
18000 	 1.758584e+131
18100 	 9.788835e+131
18200 	 5.448774e+132
18300 	 3.032960e+133
18400 	 1.688241e+134
18500 	 9.397284e+134
18600 	 5.230825e+135
18700 	 2.911642e+136
18800 	 1.620712e+137
18900 	 9.021395e+137
19000 	 5.021593e+138
19100 	 2.795177e+139
19200 	 1.555884e+140
19300 	 8.660542e+140
19400 	 4.820731e+141
19500 	 2.683371e+142
19600 	 1.493649e+143
19700 	 8.314123e+143
19800 	 4.627903e+144
19900 	 2.576037e+145
20000 	 1.433904e+146
20100 	 7.981560e+146
20200 	 4.442788e+147
20300 	 2.472996e+148
20400 	 1.376548e+149
20500 	 7.662300e+149
20600 	 4.265078e+150
20700 	 2.374077e+151
20800 	 1.321486e+152
20900 	 7.355810e+152
21000 	 4.094476e+153
21100 	 Infinity
21200 	 Infinity
21300 	 Infinity
21400 	 Infinity
21500 	 Infinity
21600 	 Infinity
21700 	 Infinity
21800 	 Infinity
21900 	 Infinity
22000 	 Infinity
22100 	 Infinity
22200 	 Infinity
22300 	 Infinity
22400 	 Infinity
22500 	 Infinity
22600 	 Infinity
22700 	 Infinity
22800 	 Infinity
22900 	 Infinity
23000 	 Infinity
23100 	 Infinity
23200 	 Infinity
23300 	 Infinity
23400 	 Infinity
23500 	 Infinity
23600 	 Infinity
23700 	 Infinity
23800 	 Infinity
23900 	 Infinity
24000 	 Infinity
24100 	 Infinity
24200 	 Infinity
24300 	 Infinity
24400 	 Infinity
24500 	 Infinity
24600 	 Infinity
24700 	 Infinity
24800 	 Infinity
24900 	 Infinity
25000 	 Infinity
25100 	 Infinity
25200 	 Infinity
25300 	 Infinity
25400 	 Infinity
25500 	 Infinity
25600 	 Infinity
25700 	 Infinity
25800 	 Infinity
25900 	 Infinity
26000 	 Infinity
26100 	 Infinity
26200 	 Infinity
26300 	 Infinity
26400 	 Infinity
26500 	 Infinity
26600 	 Infinity
26700 	 Infinity
26800 	 Infinity
26900 	 Infinity
27000 	 Infinity
27100 	 Infinity
27200 	 Infinity
27300 	 Infinity
27400 	 Infinity
27500 	 Infinity
27600 	 Infinity
27700 	 Infinity
27800 	 Infinity
27900 	 Infinity
28000 	 Infinity
28100 	 Infinity
28200 	 Infinity
28300 	 Infinity
28400 	 Infinity
28500 	 Infinity
28600 	 Infinity
28700 	 Infinity
28800 	 Infinity
28900 	 Infinity
29000 	 Infinity
29100 	 Infinity
29200 	 Infinity
29300 	 Infinity
29400 	 Infinity
29500 	 Infinity
29600 	 Infinity
29700 	 Infinity
29800 	 Infinity
29900 	 Infinity
30000 	 Infinity
30100 	 Infinity
30200 	 Infinity
30300 	 Infinity
30400 	 Infinity
30500 	 Infinity
30600 	 Infinity
30700 	 Infinity
30800 	 Infinity
30900 	 Infinity
31000 	 Infinity
31100 	 Infinity
31200 	 Infinity
31300 	 Infinity
31400 	 Infinity
31500 	 Infinity
31600 	 Infinity
31700 	 Infinity
31800 	 Infinity
31900 	 Infinity
32000 	 Infinity
32100 	 Infinity
32200 	 Infinity
32300 	 Infinity
32400 	 Infinity
32500 	 Infinity
32600 	 Infinity
32700 	 Infinity
32800 	 Infinity
32900 	 Infinity
33000 	 Infinity
33100 	 Infinity
33200 	 Infinity
33300 	 Infinity
33400 	 Infinity
33500 	 Infinity
33600 	 Infinity
33700 	 Infinity
33800 	 Infinity
33900 	 Infinity
34000 	 Infinity
34100 	 Infinity
34200 	 Infinity
34300 	 Infinity
34400 	 Infinity
34500 	 Infinity
34600 	 Infinity
34700 	 Infinity
34800 	 Infinity
34900 	 Infinity
35000 	 Infinity
35100 	 Infinity
35200 	 Infinity
35300 	 Infinity
35400 	 Infinity
35500 	 Infinity
35600 	 Infinity
35700 	 Infinity
35800 	 Infinity
35900 	 Infinity
36000 	 Infinity
36100 	 Infinity
36200 	 Infinity
36300 	 Infinity
36400 	 Infinity
36500 	 Infinity
36600 	 Infinity
36700 	 Infinity
36800 	 Infinity
36900 	 Infinity
37000 	 Infinity
37100 	 Infinity
37200 	 Infinity
37300 	 Infinity
37400 	 Infinity
37500 	 Infinity
37600 	 Infinity
37700 	 Infinity
37800 	 Infinity
37900 	 Infinity
38000 	 Infinity
38100 	 Infinity
38200 	 Infinity
